,Unnamed: 0,gene_name,uniprot_ID,permutation risk,permutation prot,permutation -log10,theoretical
13832,0.0,LRCH1,Q9Y2L9,0.3996003996003996,99.9000999000999,2.3983740861513563,2.1670603557573034
4479,0.0,CHRNB3,Q05901,0.3996003996003996,97.3026973026973,2.3983740861513563,2.15772032950316
14121,0.0,KLF12,Q9Y4X4,0.3996003996003996,93.60639360639361,2.3983740861513563,2.14857695006329
3011,0.0,PDE4A,P27815,0.4995004995004995,100.0,2.3014640731433,2.139622107410364
3378,0.0,TNFRSF4,P43489,0.4995004995004995,99.2007992007992,2.3014640731433,2.1308481831028585
4711,0.0,ST3GAL1,Q11201,0.4995004995004995,99.9000999000999,2.3014640731433,2.122248011340941
14269,0.0,MAP3K4,Q9Y6R4,0.4995004995004995,100.0,2.3014640731433,2.1138148438040782
4885,0.0,CALCOCO2,Q13137,0.4995004995004995,98.9010989010989,2.3014640731433,2.1055423178380885
11594,0.0,STRBP,Q96SI9,0.4995004995004995,23.576423576423576,2.3014640731433,2.097424427615909
4327,0.0,NRG1,Q02297,0.4995004995004995,96.1038961038961,2.3014640731433,2.0894554979446336
12047,0.0,PUS3,Q9BZE2,0.4995004995004995,98.9010989010989,2.3014640731433,2.081630160432677
152,0.0,BTBD17,A6NE02,0.4995004995004995,88.41158841158841,2.3014640731433,2.0739433317663862
1410,0.0,SASH1,O94885,0.4995004995004995,88.71128871128872,2.3014640731433,2.0663901938759404
13955,0.0,TMED7,Q9Y3B3,0.4995004995004995,99.6003996003996,2.3014640731433,2.0589661757967335
1492,0.0,DUSP14,O95147,0.4995004995004995,16.483516483516482,2.3014640731433,2.051666937055234
2816,0.0,PTPRB,P23467,0.5994005994005994,98.7012987012987,2.222282827095675,2.0444883524281106
383,0.0,KLRF2,D3W0D1,0.5994005994005994,99.4005994005994,2.222282827095675,2.037426497940624
11135,0.0,CALML4,Q96GE6,0.5994005994005994,48.95104895104895,2.222282827095675,2.030477637985296
8788,0.0,OR8H3,Q8N146,0.5994005994005994,98.5014985014985,2.222282827095675,2.02363821345499
10141,0.0,MAGEC3,Q8TD91,0.5994005994005994,89.71028971028971,2.222282827095675,2.016904830796022
13429,0.0,DNAH17,Q9UFH2,0.5994005994005994,100.0,2.222282827095675,2.010274251897009
3352,0.0,MSH2,P43246,0.6993006993006993,99.6003996003996,2.155336037465062,2.0037433847380512
9402,0.0,ZNF280C,Q8ND82,0.6993006993006993,46.053946053946056,2.155336037465062,1.997309274732641
5367,0.0,GRB14,Q14449,0.6993006993006993,93.20679320679321,2.155336037465062,1.9909690967016223
10796,0.0,HDAC10,Q969S8,0.6993006993006993,98.6013986013986,2.155336037465062,1.9847201474246208
5301,0.0,DOCK1,Q14185,0.6993006993006993,96.2037962037962,2.155336037465062,1.9785598387198022
2255,0.0,UCHL3,P15374,0.7992007992007992,99.000999000999,2.097344090487375,1.972485691007609
2653,0.0,PRPS1L1,P21108,0.7992007992007992,40.95904095904096,2.097344090487375,1.9664953273184216
778,0.0,KIF1B,O60333,0.7992007992007992,95.6043956043956,2.097344090487375,1.9605864677079012
5962,0.0,ZNF239,Q16600,0.7992007992007992,99.6003996003996,2.097344090487375,1.9547569240471774
3449,0.0,RPL5,P46777,0.7992007992007992,99.4005994005994,2.097344090487375,1.949004595158086
7677,0.0,PDZRN4,Q6ZMN7,0.7992007992007992,97.002997002997,2.097344090487375,1.9433274622663956
10944,0.0,CTHRC1,Q96CG8,0.7992007992007992,0.0999000999000999,2.097344090487375,1.9377235847483971
2924,0.0,DNAJB2,P25686,0.7992007992007992,99.9000999000999,2.097344090487375,1.932191096148436
667,0.0,CD5L,O43866,0.8991008991008991,98.001998001998,2.046191568039994,1.926728200446934
2444,0.0,PTPN1,P18031,0.8991008991008991,93.8061938061938,2.046191568039994,1.9213331685602277
2278,0.0,ZNF250,P15622,0.8991008991008991,95.2047952047952,2.046191568039994,1.9160043350551608
3356,0.0,SSR1,P43307,0.8991008991008991,95.2047952047952,2.046191568039994,1.9107400950628035
6751,0.0,SNX30,Q5VWJ9,0.8991008991008991,89.6103896103896,2.046191568039994,1.9055389013769959
4396,0.0,TFF2,Q03403,0.8991008991008991,2.097902097902098,2.046191568039994,1.9003992617245848
1790,0.0,ONECUT2,O95948,0.8991008991008991,4.2957042957042955,2.046191568039994,1.8953197361953098
4450,0.0,UBE3A,Q05086,0.8991008991008991,87.21278721278722,2.046191568039994,1.890298934820259
2368,0.0,ZNF12,P17014,0.8991008991008991,94.7052947052947,2.046191568039994,1.8853355152887088
13692,0.0,MTMR7,Q9Y216,0.8991008991008991,99.5004995004995,2.046191568039994,1.8804281807939647
4568,0.0,POLE,Q07864,0.8991008991008991,99.8001998001998,2.046191568039994,1.8755756779995527
1596,0.0,IPO7,O95373,0.8991008991008991,99.8001998001998,2.046191568039994,1.8707767951177838
8665,0.0,KIAA0319L,Q8IZA0,0.8991008991008991,90.20979020979021,2.046191568039994,1.8660303600933223
3007,0.0,APEX1,P27695,0.8991008991008991,98.5014985014985,2.046191568039994,1.8613352388849425
7606,0.0,DCHS2,Q6V1P9,0.999000999000999,97.40259740259741,2.000434077479319,1.856690333839179
1227,0.0,ADAP1,O75689,0.999000999000999,99.5004995004995,2.000434077479319,1.8520945821500296
12377,0.0,NELFA,Q9H3P2,0.999000999000999,99.9000999000999,2.000434077479319,1.847546954399309
11933,0.0,SALL3,Q9BXA9,1.0989010989010992,76.72327672327673,1.9590413923210934,1.8430464531726327
11430,0.0,C8orf37,Q96NL8,1.0989010989010992,74.72527472527473,1.9590413923210934,1.8385921117463826
4189,0.0,ATP11A,P98196,1.0989010989010992,98.4015984015984,1.9590413923210934,1.8341829928413276
4144,0.0,RHOG,P84095,1.0989010989010992,80.01998001998003,1.9590413923210934,1.8298181874388775
1782,0.0,TGM6,O95932,1.0989010989010992,97.5024975024975,1.9590413923210934,1.8254968136562348
12552,0.0,LRRC40,Q9H9A6,1.1988011988011988,90.10989010989012,1.921252831431694,1.82121801567696
2111,0.0,CEACAM1,P13688,1.1988011988011988,95.3046953046953,1.921252831431694,1.8169809627337052
9486,0.0,SHCBP1,Q8NEM2,1.1988011988011988,79.22077922077922,1.921252831431694,1.8127848481400972
10151,0.0,BRSK1,Q8TDC3,1.2987012987012987,78.62137862137862,1.8864907251724818,1.8086288883689394
2888,0.0,PRKCH,P24723,1.2987012987012987,99.1008991008991,1.8864907251724818,1.8045123221741073
13203,0.0,USP35,Q9P2H5,1.2987012987012987,98.6013986013986,1.8864907251724818,1.8004344097536678
5023,0.0,TMED1,Q13445,1.2987012987012987,99.6003996003996,1.8864907251724818,1.7963944319519278
13127,0.0,CALCOCO1,Q9P1Z2,1.2987012987012987,68.43156843156844,1.8864907251724818,1.792391689498254
7231,0.0,C3orf33,Q6P1S2,1.2987012987012987,90.30969030969031,1.8864907251724818,1.7884255022806526
6184,0.0,CCDC157,Q569K6,1.3986013986013983,62.33766233766234,1.8543060418010808,1.78449520865222
13232,0.0,CGN,Q9P2M7,1.3986013986013983,98.3016983016983,1.8543060418010808,1.780600164768696
7999,0.0,USP48,Q86UV5,1.3986013986013983,89.6103896103896,1.8543060418010808,1.7767397439554578
3043,0.0,TMOD1,P28289,1.3986013986013983,87.01298701298701,1.8543060418010808,1.772913336102405
6851,0.0,AP1AR,Q63HQ0,1.3986013986013983,96.8031968031968,1.8543060418010808,1.7691203470852659
6148,0.0,SETMAR,Q53H47,1.3986013986013983,99.1008991008991,1.8543060418010808,1.7653601982119589
2462,0.0,NAT1,P18440,1.3986013986013983,99.5004995004995,1.8543060418010808,1.761632325692716
6182,0.0,ZNF385B,Q569K4,1.3986013986013983,97.9020979020979,1.8543060418010808,1.7579361801327522
10283,0.0,COG1,Q8WTW3,1.3986013986013983,87.61238761238761,1.8543060418010808,1.7542712260463467
7261,0.0,PLBD1,Q6P4A8,1.3986013986013983,77.52247752247752,1.8543060418010808,1.7506369413912526
11629,0.0,RMDN3,Q96TC7,1.3986013986013983,99.1008991008991,1.8543060418010808,1.7470328171224274
194,0.0,C5orf52,A6NGY3,1.4985014985014986,30.06993006993007,1.8243428184236374,1.7434583567641293
10474,0.0,ASB5,Q8WWX0,1.4985014985014986,93.3066933066933,1.8243428184236374,1.7399130759994796
10289,0.0,STK32A,Q8WU08,1.4985014985014986,50.44955044955045,1.8243428184236374,1.7363965022766423
12499,0.0,KAT14,Q9H8E8,1.4985014985014986,91.60839160839161,1.8243428184236374,1.7329081744308212
10083,0.0,LRRC20,Q8TCA0,1.5984015984015985,99.9000999000999,1.7963140948233938,1.7294476423213145
5507,0.0,NFATC4,Q14934,1.5984015984015985,98.6013986013986,1.7963140948233938,1.7260144664829207
81,0.0,OR2A25,A4D2G3,1.5984015984015985,96.7032967032967,1.7963140948233938,1.7226082177910091
2162,0.0,HCLS1,P14317,1.5984015984015985,89.91008991008991,1.7963140948233938,1.7192284771396285
8436,0.0,LMTK2,Q8IWU2,1.5984015984015985,94.8051948051948,1.7963140948233938,1.7158748351320408
3860,0.0,RPS16,P62249,1.5984015984015985,99.7002997002997,1.7963140948233938,1.7125468917831133
13399,0.0,CLIP2,Q9UDT6,1.6983016983016983,99.8001998001998,1.7699851561010447,1.7092442562330277
854,0.0,SNAP91,O60641,1.6983016983016983,97.40259740259741,1.7699851561010447,1.7059665464717917
3509,0.0,NPBWR2,P48146,1.6983016983016983,95.8041958041958,1.7699851561010447,1.70271338907407
7107,0.0,LCN8,Q6JVE9,1.6983016983016983,99.5004995004995,1.7699851561010447,1.6994844189438714
8121,0.0,PROSER2,Q86WR7,1.7482517482517483,93.8061938061938,1.7573960287930241,1.69627927906866
864,0.0,REV3L,O60673,1.7982017982017982,97.9020979020979,1.7451615723760125,1.6930976202824708
13674,0.0,SCN8A,Q9UQD0,1.7982017982017982,6.4935064935064934,1.7451615723760125,1.689939101037641
3900,0.0,LCN6,P62502,1.7982017982017982,92.5074925074925,1.7451615723760125,1.6868033871847825
4556,0.0,SPAG1,Q07617,1.7982017982017982,98.5014985014985,1.7451615723760125,1.6836901517606395
14087,0.0,MYO5A,Q9Y4I1,1.7982017982017982,97.3026973026973,1.7451615723760125,1.6805990747834976
14176,0.0,COPG1,Q9Y678,1.7982017982017982,98.6013986013986,1.7451615723760125,1.677529843055821
3029,0.0,PSMB6,P28072,1.7982017982017982,96.8031968031968,1.7451615723760125,1.6744821499738158
14072,0.0,WDR7,Q9Y4E6,1.7982017982017982,89.81018981018981,1.7451615723760125,1.671455695343628
149,0.0,PABPN1L,A6NDY0,1.8981018981018982,91.9080919080919,1.7216804765264897,1.6684501852039026
7760,0.0,FOXI2,Q6ZQN5,1.8981018981018982,33.26673326673327,1.7216804765264897,1.6654653316544403
9681,0.0,OR4D10,Q8NGI6,1.8981018981018982,95.50449550449551,1.7216804765264897,1.6625008526907015
3828,0.0,TGFB2,P61812,1.8981018981018982,98.7012987012987,1.7216804765264897,1.6595564720439202
2780,0.0,MMP8,P22894,1.998001998001998,99.1008991008991,1.6994040818153375,1.6566319190266035
13756,0.0,DRG1,Q9Y295,1.998001998001998,96.7032967032967,1.6994040818153375,1.6537269283831963
11715,0.0,TXN2,Q99757,1.998001998001998,94.10589410589411,1.6994040818153375,1.650841240145708
3298,0.0,HELZ,P42694,1.998001998001998,99.2007992007992,1.6994040818153375,1.647974599494105
2392,0.0,IFNAR1,P17181,1.998001998001998,99.4005994005994,1.6994040818153375,1.6451267566212786
13071,0.0,CNOT2,Q9NZN8,1.998001998001998,99.3006993006993,1.6994040818153375,1.6422974666024144
7467,0.0,MOXD1,Q6UVY6,1.998001998001998,97.40259740259741,1.6994040818153375,1.639486489268586
12253,0.0,PRDM14,Q9GZV8,1.998001998001998,93.60639360639361,1.6994040818153375,1.6366935890844159
2213,0.0,IDO1,P14902,1.998001998001998,96.7032967032967,1.6994040818153375,1.6339185350296437
3370,0.0,MAGEA12,P43365,2.097902097902098,90.40959040959041,1.6782147827453993,1.6311611004844548
12475,0.0,SUDS3,Q9H7L9,2.097902097902098,14.885114885114884,1.6782147827453993,1.628421063118426
13565,0.0,SUFU,Q9UMX1,2.097902097902098,95.7042957042957,1.6782147827453993,1.6256982047829527
1874,0.0,CTSA,P10619,2.097902097902098,95.7042957042957,1.6782147827453993,1.6229923114070277
9534,0.0,SLC24A4,Q8NFF2,2.097902097902098,87.11288711288711,1.6782147827453993,1.6203031728962465
2979,0.0,IL3RA,P26951,2.097902097902098,85.21478521478521,1.6782147827453993,1.6176305830349198
5703,0.0,CNN3,Q15417,2.1978021978021984,90.9090909090909,1.6580113966571124,1.6149743393911795
1181,0.0,MTRF1,O75570,2.1978021978021984,98.80119880119881,1.6580113966571124,1.6123342432249712
13089,0.0,FLRT3,Q9NZU0,2.1978021978021984,99.1008991008991,1.6580113966571124,1.6097100993988225
8367,0.0,ZDHHC21,Q8IVQ6,2.1978021978021984,92.20779220779221,1.6580113966571124,1.6071017162912942
11117,0.0,RMND5B,Q96G75,2.1978021978021984,88.6113886113886,1.6580113966571124,1.6045089057130146
4050,0.0,KRT83,P78385,2.2977022977022976,90.10989010989012,1.6387062414617257,1.601931482825204
6513,0.0,IBA57,Q5T440,2.2977022977022976,95.4045954045954,1.6387062414617257,1.5993692660606036
6746,0.0,METTL11B,Q5VVY1,2.2977022977022976,88.41158841158841,1.6387062414617257,1.5968220770467236
4,0.0,ANO9,A1A5B4,2.2977022977022976,28.27172827172827,1.6387062414617257,1.5942897405313285
4981,0.0,MAPK8IP2,Q13387,2.2977022977022976,93.3066933066933,1.6387062414617257,1.591772084310082
12844,0.0,GKN1,Q9NS71,2.2977022977022976,29.67032967032967,1.6387062414617257,1.5892689391562778
8460,0.0,SCUBE1,Q8IWY4,2.2977022977022976,98.9010989010989,1.6387062414617257,1.586780138752583
295,0.0,ARHGAP32,A7KAX9,2.2977022977022976,77.82217782217782,1.6387062414617257,1.5843055196247278
4420,0.0,GBE1,Q04446,2.2977022977022976,99.5004995004995,1.6387062414617257,1.5818449210770709
7899,0.0,KIAA1328,Q86T90,2.2977022977022976,83.71628371628371,1.6387062414617257,1.5793981851299836
450,0.0,ZW10,O43264,2.3976023976023977,99.6003996003996,1.6202228357677126,1.5769651564589844
8621,0.0,PRSS58,Q8IYP2,2.3976023976023977,96.1038961038961,1.6202228357677126,1.5745456823355715
9675,0.0,OR56A1,Q8NGH5,2.3976023976023977,98.7012987012987,1.6202228357677126,1.572139612569693
10932,0.0,ROPN1L,Q96C74,2.3976023976023977,79.02097902097903,1.6202228357677126,1.5697467994538028
12571,0.0,CHODL,Q9H9P2,2.3976023976023977,99.7002997002997,1.6202228357677126,1.567367097708448
1810,0.0,TCL1B,O95988,2.3976023976023977,89.81018981018981,1.6202228357677126,1.565000364429341
7207,0.0,MAST2,Q6P0Q8,2.3976023976023977,91.5084915084915,1.6202228357677126,1.5626464590358637
6920,0.0,KCTD16,Q68DU8,2.4975024975024973,98.001998001998,1.602494068807281,1.5603052432209612
9930,0.0,SNIP1,Q8TAD8,2.4975024975024973,98.1018981018981,1.602494068807281,1.5579765809023784
9322,0.0,POC1A,Q8NBT0,2.4975024975024973,99.8001998001998,1.602494068807281,1.5556603381751977
11496,0.0,MOGAT1,Q96PD6,2.4975024975024973,97.8021978021978,1.602494068807281,1.5533563832656334
11502,0.0,NOX5,Q96PH1,2.4975024975024973,98.80119880119881,1.602494068807281,1.5510645864860486
2466,0.0,GABRG2,P18507,2.5974025974025974,94.00599400599401,1.5854607295085008,1.54878482019115
5195,0.0,GNL2,Q13823,2.5974025974025974,93.60639360639361,1.5854607295085008,1.546516958735328
9741,0.0,OR9G4,Q8NGQ1,2.5974025974025974,89.5104895104895,1.5854607295085008,1.5442608784311038
2642,0.0,FLG,P20930,2.5974025974025974,97.002997002997,1.5854607295085008,1.5420164575086515
10370,0.0,SNX33,Q8WV41,2.5974025974025974,93.00699300699301,1.5854607295085008,1.5397835760763594
425,0.0,CYB5B,O43169,2.697302697302697,90.60939060939062,1.5690703133203314,1.5375621160824016
13079,0.0,TMOD2,Q9NZR1,2.697302697302697,96.00399600399601,1.5690703133203314,1.5353519612772846
2418,0.0,DES,P17661,2.697302697302697,27.372627372627374,1.5690703133203314,1.5331529971773463
2492,0.0,TSPAN8,P19075,2.697302697302697,67.53246753246754,1.5690703133203314,1.5309651110291709
5614,0.0,EEA1,Q15075,2.697302697302697,93.8061938061938,1.5690703133203314,1.5287881917748964
8509,0.0,FAM20C,Q8IXL6,2.697302697302697,94.9050949050949,1.5690703133203314,1.5266221300183886
3238,0.0,WNT5A,P41221,2.697302697302697,97.9020979020979,1.5690703133203314,1.5244668179922538
4834,0.0,CSTF3,Q12996,2.697302697302697,95.7042957042957,1.5690703133203314,1.5223221495256645
3758,0.0,RAB8A,P61006,2.797202797202797,84.11588411588411,1.5532760461370994,1.5201880200129787
1277,0.0,ZMPSTE24,O75844,2.797202797202797,96.2037962037962,1.5532760461370994,1.5180643263831233
4104,0.0,IGLV3-21,P80748,2.797202797202797,95.50449550449551,1.5532760461370994,1.5159509670697242
9342,0.0,KCTD6,Q8NC69,2.797202797202797,17.582417582417584,1.5532760461370994,1.5138478419819597
6699,0.0,FNDC7,Q5VTL7,2.797202797202797,96.8031968031968,1.5532760461370994,1.511754852476116
6876,0.0,MUC17,Q685J3,2.797202797202797,5.894105894105894,1.5532760461370994,1.5096719013278235
3727,0.0,EIF3E,P60228,2.797202797202797,82.61738261738262,1.5532760461370994,1.5075988927049582
11590,0.0,CCT8L2,Q96SF2,2.797202797202797,98.2017982017982,1.5532760461370994,1.5055357321411849
5229,0.0,IL16,Q14005,2.797202797202797,86.31368631368632,1.5532760461370994,1.503482326510126
7719,0.0,ETV3L,Q6ZN32,2.797202797202797,99.4005994005994,1.5532760461370994,1.5014385840001399
11321,0.0,C12orf66,Q96MD2,2.797202797202797,98.001998001998,1.5532760461370994,1.4994044140896867
4743,0.0,CDC20,Q12834,2.797202797202797,99.2007992007992,1.5532760461370994,1.497379727523272
2046,0.0,SKIL,P12757,2.897102897102897,7.492507492507492,1.5380360795803625,1.4953644362879466
11703,0.0,SMAD5,Q99717,2.897102897102897,83.11688311688312,1.5380360795803625,1.493358453590348
9554,0.0,GPR156,Q8NFN8,2.897102897102897,67.33266733266733,1.5380360795803625,1.4913616938342726
1388,0.0,PRKD3,O94806,2.897102897102897,98.4015984015984,1.5380360795803625,1.4893740725987592
5155,0.0,RAB31,Q13636,2.897102897102897,99.2007992007992,1.5380360795803625,1.4873955066166713
5499,0.0,ARID5B,Q14865,2.9470529470529465,58.39160839160839,1.5306120615011558,1.4854259137537669
5473,0.0,GOLGB1,Q14789,2.9970029970029968,54.54545454545455,1.5233128227596562,1.4834652129882389
13865,0.0,AP3M1,Q9Y2T2,2.9970029970029968,95.00499500499501,1.5233128227596562,1.4815133243907168
9206,0.0,ZNF709,Q8N972,2.9970029970029968,84.31568431568432,1.5233128227596562,1.4795701691047147
10097,0.0,PIFO,Q8TCI5,2.9970029970029968,1.1988011988011988,1.5233128227596562,1.477635669327515
11355,0.0,ROBO3,Q96MS0,2.9970029970029968,55.344655344655344,1.5233128227596562,1.4757097482914767
1127,0.0,NME6,O75414,2.9970029970029968,93.50649350649351,1.5233128227596562,1.4737923302457547
4851,0.0,AKAP6,Q13023,2.9970029970029968,95.7042957042957,1.5233128227596562,1.4718833404384237
5387,0.0,FAT1,Q14517,2.9970029970029968,91.20879120879121,1.5233128227596562,1.4699827050989895
11167,0.0,RBM18,Q96H35,2.9970029970029968,98.7012987012987,1.5233128227596562,1.4680903514212846
9032,0.0,TRAM1L1,Q8N609,3.0969030969030964,96.8031968031968,1.509072383645046,1.4662062075467333
13174,0.0,PAK5,Q9P286,3.0969030969030964,97.9020979020979,1.509072383645046,1.4643302025479779
14254,0.0,USH1C,Q9Y6N9,3.0969030969030964,98.5014985014985,1.509072383645046,1.4624622664128586
1269,0.0,CBR3,O75828,3.0969030969030964,92.007992007992,1.509072383645046,1.4606023300287347
8024,0.0,MORC1,Q86VD1,3.0969030969030964,94.8051948051948,1.509072383645046,1.4587503251671412
2555,0.0,CXCL2,P19875,3.0969030969030964,84.51548451548452,1.509072383645046,1.456906184468771
8541,0.0,PPIL6,Q8IXY8,3.0969030969030964,95.50449550449551,1.509072383645046,1.4550698414287737
2707,0.0,SDHB,P21912,3.0969030969030964,63.63636363636363,1.509072383645046,1.4532412303823656
10397,0.0,TFB1M,Q8WVM0,3.1968031968031965,91.20879120879121,1.4952840991594127,1.45142028649074
4086,0.0,MAP1A,P78559,3.1968031968031965,99.9000999000999,1.4952840991594127,1.4496069457272716
9390,0.0,GALNT11,Q8NCW6,3.1968031968031965,67.43256743256744,1.4952840991594127,1.4478011448640091
4373,0.0,HHEX,Q03014,3.1968031968031965,7.892107892107892,1.4952840991594127,1.4460028214584462
8834,0.0,SCML4,Q8N228,3.1968031968031965,87.11288711288711,1.4952840991594127,1.4442119138405654
99,0.0,RGSL1,A5PLK6,3.1968031968031965,89.01098901098901,1.4952840991594127,1.442428361100148
2231,0.0,AKR1B1,P15121,3.2967032967032965,95.1048951048951,1.481920137601431,1.440652103074345
12596,0.0,GCM1,Q9NP62,3.2967032967032965,83.01698301698302,1.481920137601431,1.4388830803354984
9189,0.0,ANKS4B,Q8N8V4,3.2967032967032965,98.9010989010989,1.481920137601431,1.437121234179212
2358,0.0,NPPB,P16860,3.2967032967032965,92.70729270729271,1.481920137601431,1.4353665066126613
7144,0.0,ZSCAN25,Q6NSZ9,3.2967032967032965,68.33166833166833,1.481920137601431,1.4336188403431411
5656,0.0,RASA2,Q15283,3.2967032967032965,97.2027972027972,1.481920137601431,1.43187817876684
8814,0.0,NUP93,Q8N1F7,3.2967032967032965,89.21078921078922,1.481920137601431,1.4301444659578393
218,0.0,ARGFX,A6NJG6,3.2967032967032965,78.42157842157842,1.481920137601431,1.4284176466573335
8798,0.0,NAGS,Q8N159,3.2967032967032965,97.6023976023976,1.481920137601431,1.4266976662630595
2892,0.0,TNC,P24821,3.2967032967032965,85.61438561438561,1.481920137601431,1.4249844708189394
8148,0.0,CIR1,Q86X95,3.3466533466533464,93.10689310689311,1.4753892704424734,1.4232780070049225
14275,0.0,PCLO,Q9Y6V0,3.3966033966033966,98.2017982017982,1.4689551604370634,1.421578222127028
12103,0.0,CD244,Q9BZW8,3.3966033966033966,92.4075924075924,1.4689551604370634,1.419885064107583
1279,0.0,SC5D,O75845,3.3966033966033966,97.1028971028971,1.4689551604370634,1.4181984814756474
1703,0.0,CXCL14,O95715,3.3966033966033966,99.3006993006993,1.4689551604370634,1.4165184233576258
1941,0.0,MBL2,P11226,3.3966033966033966,77.82217782217782,1.4689551604370634,1.4148448394680595
2446,0.0,ALOX12,P18054,3.3966033966033966,99.4005994005994,1.4689551604370634,1.4131776801005966
1707,0.0,ESRRB,O95718,3.4965034965034967,92.4075924075924,1.456366033129043,1.411516896119132
12089,0.0,RTN4R,Q9BZR6,3.4965034965034967,98.2017982017982,1.456366033129043,1.4098624389491197
